strain	date	division	PB2	PB1	PA	NP	NA	MP	NS	PB2_letter	PB1_letter	PA_letter	NP_letter	NA_letter	MP_letter	NS_letter	constellation
A/swine/Virginia/A01104140/2019|12/27/2019|Virginia	2019-12-27	Virginia	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Kansas/A02245371/2019|12/27/2019|Kansas	2019-12-27	Kansas	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02478966/2019|12/27/2019|Indiana	2019-12-27	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02479029/2019|12/31/2019|Indiana	2019-12-31	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02478978/2019|12/31/2019|Indiana	2019-12-31	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478980/2020|01/06/2020|Indiana	2020-01-06	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02478982/2020|01/08/2020|Iowa	2020-01-08	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02245386/2020|01/09/2020|Iowa	2020-01-09	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478983/2020|01/09/2020|Indiana	2020-01-09	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02478996/2020|01/09/2020|Indiana	2020-01-09	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245385/2020|01/10/2020|North_Carolina	2020-01-10	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02478997/2020|01/13/2020|Iowa	2020-01-13	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Michigan/A02479000/2020|01/16/2020|Michigan	2020-01-16	Michigan	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812301/2020|01/17/2020|Indiana	2020-01-17	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245394/2020|01/17/2020|North_Carolina	2020-01-17	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02479016/2020|01/20/2020|Illinois	2020-01-20	Illinois	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02479023/2020|01/21/2020|Indiana	2020-01-21	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02479025/2020|01/21/2020|Indiana	2020-01-21	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479008/2020|01/21/2020|Iowa	2020-01-21	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479026/2020|01/22/2020|Iowa	2020-01-22	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02479020/2020|01/22/2020|Indiana	2020-01-22	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02479010/2020|01/22/2020|North_Carolina	2020-01-22	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02479009/2020|01/24/2020|Indiana	2020-01-24	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812302/2020|01/28/2020|Indiana	2020-01-28	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812303/2020|01/30/2020|Indiana	2020-01-30	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02479045/2020|02/03/2020|Illinois	2020-02-03	Illinois	TRIG	TRIG	TRIG	pdm	1998B	pdm	TRIG	T	T	T	P	1	P	T	TTTPPT
A/swine/Iowa/A02479047/2020|02/03/2020|Iowa	2020-02-03	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A02245411/2020|02/04/2020|Nebraska	2020-02-04	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02479050/2020|02/06/2020|Iowa	2020-02-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02479052/2020|02/06/2020|North_Carolina	2020-02-06	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479059/2020|02/06/2020|Iowa	2020-02-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/California/A01104141/2020|02/12/2020|California	2020-02-12	California	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02479057/2020|02/12/2020|Indiana	2020-02-12	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02479075/2020|02/19/2020|Iowa	2020-02-19	Iowa	TRIG	TRIG	TRIG	TRIG	pandemic	pdm	TRIG	T	T	T	T	P	P	T	TTTTPT
A/swine/North_Carolina/A02479083/2020|02/20/2020|North_Carolina	2020-02-20	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02245511/2020|02/24/2020|Indiana	2020-02-24	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479100/2020|02/25/2020|Iowa	2020-02-25	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02479085/2020|02/26/2020|Indiana	2020-02-26	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02245525/2020|03/02/2020|Iowa	2020-03-02	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479126/2020|03/05/2020|Iowa	2020-03-05	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479120/2020|03/06/2020|Iowa	2020-03-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02479123/2020|03/10/2020|Indiana	2020-03-10	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245530/2020|03/11/2020|North_Carolina	2020-03-11	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02479125/2020|03/11/2020|Pennsylvania	2020-03-11	Pennsylvania	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479140/2020|03/11/2020|Iowa	2020-03-11	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02479128/2020|03/12/2020|Pennsylvania	2020-03-12	Pennsylvania	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02479148/2020|03/18/2020|Indiana	2020-03-18	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Minnesota/A02245533/2020|03/18/2020|Minnesota	2020-03-18	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02479139/2020|03/19/2020|Pennsylvania	2020-03-19	Pennsylvania	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479154/2020|03/19/2020|Iowa	2020-03-19	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02479153/2020|03/19/2020|Iowa	2020-03-19	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02479170/2020|03/23/2020|Illinois	2020-03-23	Illinois	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02479175/2020|03/24/2020|Ohio	2020-03-24	Ohio	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02479161/2020|03/24/2020|Indiana	2020-03-24	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Missouri/A02479183/2020|03/26/2020|Missouri	2020-03-26	Missouri	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479185/2020|03/27/2020|Iowa	2020-03-27	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245567/2020|03/27/2020|North_Carolina	2020-03-27	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A02245566/2020|03/27/2020|Nebraska	2020-03-27	Nebraska	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02245581/2020|04/06/2020|Iowa	2020-04-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245584/2020|04/07/2020|Minnesota	2020-04-07	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479234/2020|04/15/2020|Iowa	2020-04-15	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479225/2020|04/15/2020|Iowa	2020-04-15	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479228/2020|04/16/2020|Iowa	2020-04-16	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02479237/2020|04/16/2020|North_Carolina	2020-04-16	North Carolina	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02479259/2020|04/17/2020|Iowa	2020-04-17	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Ohio/A02479264/2020|04/19/2020|Ohio	2020-04-19	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812305/2020|04/24/2020|Indiana	2020-04-24	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Ohio/A02479280/2020|04/24/2020|Ohio	2020-04-24	Ohio	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Michigan/A02479277/2020|04/26/2020|Michigan	2020-04-26	Michigan	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245604/2020|04/27/2020|Minnesota	2020-04-27	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245603/2020|04/27/2020|Minnesota	2020-04-27	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479282/2020|04/27/2020|Iowa	2020-04-27	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Oklahoma/A022455605/2020|04/29/2020|Oklahoma	2020-04-29	Oklahoma	?	?	?	?	2002B.2	?	?								?
A/swine/Michigan/A02479299/2020|05/01/2020|Michigan	2020-05-01	Michigan	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02479300/2020|05/01/2020|Iowa	2020-05-01	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479304/2020|05/04/2020|Iowa	2020-05-04	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02479339/2020|05/11/2020|Iowa	2020-05-11	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245643/2020|05/13/2020|Minnesota	2020-05-13	Minnesota	?	?	?	?	2002A	?	?								?
A/swine/Iowa/A02479341/2020|05/13/2020|Iowa	2020-05-13	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02479327/2020|05/14/2020|North_Carolina	2020-05-14	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479352/2020|05/18/2020|Iowa	2020-05-18	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812306/2020|05/19/2020|Indiana	2020-05-19	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02479354/2020|05/19/2020|Ohio	2020-05-19	Ohio	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Minnesota/A02245655/2020|05/20/2020|Minnesota	2020-05-20	Minnesota	?	?	?	?	2002A.2	?	?								?
A/swine/Minnesota/A02245660/2020|05/26/2020|Minnesota	2020-05-26	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245661/2020|05/27/2020|Minnesota	2020-05-27	Minnesota	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02479381/2020|05/28/2020|Indiana	2020-05-28	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479423/2020|06/01/2020|Iowa	2020-06-01	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02479429/2020|06/03/2020|Iowa	2020-06-03	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A02479428/2020|06/04/2020|Indiana	2020-06-04	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02479421/2020|06/06/2020|Iowa	2020-06-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524423/2020|06/08/2020|Iowa	2020-06-08	Iowa	TRIG	?	TRIG	pdm	2002B.2	pdm	TRIG								?
A/swine/Minnesota/A02245670/2020|06/10/2020|Minnesota	2020-06-10	Minnesota	?	?	?	?	2002A	?	?								?
A/swine/Indiana/A02524424/2020|06/10/2020|Indiana	2020-06-10	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02524416/2020|06/11/2020|Pennsylvania	2020-06-11	Pennsylvania	TRIG	?	TRIG	pdm	2002B.2	pdm	TRIG								?
A/swine/Iowa/A02524434/2020|06/17/2020|Iowa	2020-06-17	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524435/2020|06/18/2020|Iowa	2020-06-18	Iowa	TRIG	TRIG	pdm	pdm	2002B.2	pdm	TRIG	T	T	P	P	2	P	T	TTPPPT
A/swine/Missouri/A02524456/2020|06/22/2020|Missouri	2020-06-22	Missouri	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524447/2020|06/26/2020|Iowa	2020-06-26	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/North_Carolina/A02524478/2020|07/01/2020|North_Carolina	2020-07-01	North Carolina	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Minnesota/A02524484/2020|07/09/2020|Minnesota	2020-07-09	Minnesota	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Illinois/A02524405/2020|07/10/2020|Illinois	2020-07-10	Illinois	?	?	?	?	2002B.2	?	?								?
A/swine/Illinois/A02524485/2020|07/10/2020|Illinois	2020-07-10	Illinois	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02524494/2020|07/13/2020|Iowa	2020-07-13	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02524504/2020|07/24/2020|Pennsylvania	2020-07-24	Pennsylvania	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Missouri/A02524505/2020|07/27/2020|Missouri	2020-07-27	Missouri	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02524509/2020|07/29/2020|Iowa	2020-07-29	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/North_Carolina/A02245682/2020|08/04/2020|North_Carolina	2020-08-04	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02524538/2020|08/06/2020|North_Carolina	2020-08-06	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02524539/2020|08/07/2020|Indiana	2020-08-07	Indiana	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/North_Carolina/A02245687/2020|08/12/2020|North_Carolina	2020-08-12	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Missouri/A02524544/2020|08/14/2020|Missouri	2020-08-14	Missouri	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02524556/2020|08/19/2020|Iowa	2020-08-19	Iowa	?	?	?	?	2002A.2	?	?								?
A/swine/Iowa/A02524553/2020|08/20/2020|Iowa	2020-08-20	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524561/2020|08/21/2020|Iowa	2020-08-21	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/California/A01104142/2020|08/25/2020|California	2020-08-25	California	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/North_Carolina/A02245701/2020|08/25/2020|North_Carolina	2020-08-25	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02524576/2020|08/28/2020|North_Carolina	2020-08-28	North Carolina	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Indiana/A01812311/2020|08/31/2020|Indiana	2020-08-31	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524591/2020|08/31/2020|Iowa	2020-08-31	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Pennsylvania/A02524606/2020|09/03/2020|Pennsylvania	2020-09-03	Pennsylvania	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/North_Carolina/A02524585/2020|09/03/2020|North_Carolina	2020-09-03	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245709/2020|09/03/2020|Minnesota	2020-09-03	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02524603/2020|09/08/2020|North_Carolina	2020-09-08	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Arizona/A02524632/2020|09/11/2020|Arizona	2020-09-11	Arizona	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02524639/2020|09/16/2020|Iowa	2020-09-16	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Illinois/A02524655/2020|09/22/2020|Illinois	2020-09-22	Illinois	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524660/2020|09/24/2020|Iowa	2020-09-24	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02524675/2020|09/28/2020|Ohio	2020-09-28	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Missouri/A02524680/2020|09/29/2020|Missouri	2020-09-29	Missouri	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245724/2020|09/30/2020|Minnesota	2020-09-30	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524684/2020|10/01/2020|Iowa	2020-10-01	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524689/2020|10/01/2020|Iowa	2020-10-01	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02524686/2020|10/02/2020|Iowa	2020-10-02	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524696/2020|10/05/2020|Iowa	2020-10-05	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524701/2020|10/06/2020|Iowa	2020-10-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02524704/2020|10/06/2020|Minnesota	2020-10-06	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524706/2020|10/06/2020|Iowa	2020-10-06	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245736/2020|10/08/2020|Minnesota	2020-10-08	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02524712/2020|10/08/2020|North_Carolina	2020-10-08	North Carolina	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/North_Carolina/A02524744/2020|10/12/2020|North_Carolina	2020-10-12	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524732/2020|10/13/2020|Iowa	2020-10-13	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02524740/2020|10/14/2020|North_Carolina	2020-10-14	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245746/2020|10/14/2020|North_Carolina	2020-10-14	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A02524738/2020|10/14/2020|Indiana	2020-10-14	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524750/2020|10/15/2020|Iowa	2020-10-15	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02524741/2020|10/15/2020|Minnesota	2020-10-15	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02524760/2020|10/17/2020|Minnesota	2020-10-17	Minnesota	TRIG	LAIV	LAIV	pdm	2002B.2	pdm	TRIG	T	L	L	P	2	P	T	TLLPPT
A/swine/North_Carolina/A02524746/2020|10/19/2020|North_Carolina	2020-10-19	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02245753/2020|10/19/2020|Iowa	2020-10-19	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524761/2020|10/19/2020|Iowa	2020-10-19	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524770/2020|10/20/2020|Iowa	2020-10-20	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524764/2020|10/20/2020|Iowa	2020-10-20	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524768/2020|10/21/2020|Iowa	2020-10-21	Iowa	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02524773/2020|10/21/2020|Iowa	2020-10-21	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Nebraska/A02524769/2020|10/22/2020|Nebraska	2020-10-22	Nebraska	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02245769/2020|10/22/2020|Iowa	2020-10-22	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524794/2020|10/22/2020|Iowa	2020-10-22	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524795/2020|10/26/2020|Iowa	2020-10-26	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524801/2020|10/27/2020|Iowa	2020-10-27	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524815/2020|10/28/2020|Iowa	2020-10-28	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524818/2020|10/28/2020|Iowa	2020-10-28	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02524829/2020|10/29/2020|Ohio	2020-10-29	Ohio	TRIG	TRIG	TRIG	pdm	2002B.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Iowa/A02524828/2020|10/29/2020|Iowa	2020-10-29	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02524832/2020|10/29/2020|Pennsylvania	2020-10-29	Pennsylvania	?	?	?	?	2002A.2	?	?								?
A/swine/Minnesota/A02245776/2020|11/02/2020|Minnesota	2020-11-02	Minnesota	?	?	?	?	2002B	?	?								?
A/swine/Indiana/A02524839/2020|11/03/2020|Indiana	2020-11-03	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Ohio/A02524859/2020|11/04/2020|Ohio	2020-11-04	Ohio	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524878/2020|11/09/2020|Iowa	2020-11-09	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Wyoming/A02524888/2020|11/09/2020|Wyoming	2020-11-09	Wyoming	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524889/2020|11/10/2020|Iowa	2020-11-10	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245786/2020|11/17/2020|North_Carolina	2020-11-17	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02524916/2020|11/18/2020|North_Carolina	2020-11-18	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245812/2020|11/19/2020|Minnesota	2020-11-19	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245817/2020|11/23/2020|North_Carolina	2020-11-23	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524937/2020|12/01/2020|Iowa	2020-12-01	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02524956/2020|12/02/2020|Pennsylvania	2020-12-02	Pennsylvania	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524952/2020|12/02/2020|Iowa	2020-12-02	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02524967/2020|12/07/2020|North_Carolina	2020-12-07	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02524944/2020|12/07/2020|North_Carolina	2020-12-07	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245824/2020|12/07/2020|North_Carolina	2020-12-07	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/North_Carolina/A02245825/2020|12/08/2020|North_Carolina	2020-12-08	North Carolina	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02524962/2020|12/08/2020|Iowa	2020-12-08	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245828/2020|12/11/2020|Minnesota	2020-12-11	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02245829/2020|12/11/2020|Minnesota	2020-12-11	Minnesota	?	?	?	?	2002B.2	?	?								?
A/swine/Indiana/A01812314/2020|12/14/2020|Indiana	2020-12-14	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Pennsylvania/A02525008/2020|12/18/2020|Pennsylvania	2020-12-18	Pennsylvania	?	?	?	?	2002B.2	?	?								?
A/swine/South_Dakota/A02525007/2020|12/21/2020|South_Dakota	2020-12-21	South Dakota	?	?	?	?	2002A.2	?	?								?
A/swine/Indiana/A02525012/2020|12/23/2020|Indiana	2020-12-23	Indiana	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525020/2020|12/27/2020|Iowa	2020-12-27	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525019/2020|12/28/2020|Iowa	2020-12-28	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Iowa/A02525023/2020|12/29/2020|Iowa	2020-12-29	Iowa	?	?	?	?	2002B.2	?	?								?
A/swine/Minnesota/A02525044/2021|01/04/2021|Minnesota	2021-01-04	Minnesota	?	?	?	?	2002A.2	?	?								?
